ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL LIBRO SALVAJE,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL PINO OREGON,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ROLANDO ANDRES MARTINEZ TRABUCCO E.I.R.L. - EDITORIAL APARTE,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL RONEO SPA,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,ESCRITO CON TIZA,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,LIBERTAD S.A.,14.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,LOM EDICIONES,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,MANTICORA EDICIONES LTDA,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,MARIA DEL ROSARIO GARRIDO ILLANES E.I.R.L. - EDICIONES BASTANTE,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"NEUMANN BERTIN, CAROL ANDREA",1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"OPAZO HUCKE, CAROLINA ANDREA",1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,PEHUEN EDITORES S.A.,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,RECREA LIBROS,14.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,RED INTERNACIONAL DEL LIBRO,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,SERVICIOS DE ASESORIA EMPRESARIAL PABLO CURTI - NINO EDITOR,6.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,SOCIEDAD DE SERVICIOS COMUNICACIONALES Y EDITORIALES PLAZADELETRAS LIMITADA,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,"TAGLE CELIS, MONICA",2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,TAJAMAR EDITORES LIMITADA,3.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,ZURAMERICA EDICIONES Y PUBLICACIONES S.A.,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,AGNICION SPA,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ARBOL BRICOLAGE S.A.,2.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,AUREA CATENA EDITORES LTDA.,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CANOPUS EDITORIAL DIGITAL S.P.A.,2.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,DISENO SOSTENIBLE SPA - EDICIONES LIBRO VERDE,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES PEZ ESPIRAL DANIEL ANDRES MADRID PASTENE EIRL,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES UNIVERSIDAD DE VALPARAISO,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES UNIVERSIDAD DIEGO PORTALES,2.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ZIG-ZAG,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL LUIS ALFONSO TAPIA MENESES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - LA VORAGINE,2.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"GONZALEZ, EDWARD",1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,2.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LA POLLERA EDICIONES,3.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LIBROS TADEYS,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LOM EDICIONES,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LOS PERROS ROMANTICOS,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,QUELTEHUE EDICIONES LIMITADA,1.0
2022,CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TAJAMAR EDITORES LIMITADA,2.0
2022,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALQUIMIA EDICIONES,1.0
2022,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CUARTO PROPIO,1.0
2022,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDICIONES TACITAS,1.0
2022,CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"GERALDO PELAEZ, GONZALO IGNACIO",1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,DERIVA SPA,1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,DROUILLY Y PLAZA SPA - NOCTAMBULA,1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES PEZ ESPIRAL DANIEL ANDRES MADRID PASTENE EIRL,2.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL CLAUDIA ANDREA APABLAZA VALENZUELA E.I.R.L. - LOS LIBROS DE LA MUJER ROTA,2.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,LA POLLERA EDICIONES,1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,LOM EDICIONES,5.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,MARIA DEL ROSARIO GARRIDO ILLANES E.I.R.L. - EDICIONES BASTANTE,1.0
2022,CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSITARIA S.A,1.0
2022,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",CUADRO DE TIZA EDICIONES LIMITADA,1.0
2022,CHILE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDICOLA,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMAR-AZOCAR EDITORES SOCIEDAD LIMITADA - DOBLEAEDITORES,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BRUNA SILVA, MARDO RODRIGO",1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CINOSARGO EDICIONES,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,D21 EDITORES LIMITADA,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES ORLANDO,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL EMILIANO ALBERTO NAVARRETE TRONCOSO EIRL - BIBLIOTECA DE CHILENIA,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL PALINODIA SPA,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JULIO CESAR JERALDINO FIGUEROA - EDICIONES QUELTEHUE ROJO,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KOMOREBI EDICIONES LIMITADA,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,2.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGO EDITORES,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"MINZER, RAFF",3.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEHUEN EDITORES S.A.,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,1.0
2022,CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SEBASTIAN ENRIQUE BARRANTE GALLARDO LIBRERIA E.I.R.L. - NARANJA PUBLICACIONES,1.0
2022,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDICIONES TACITAS,1.0
2022,CHILE,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDICIONES Y PUBLICACIONES VERONICA DEL CARMEN JIMENEZ DOTTE EIRL - GARCETA EDICIONES,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,ANDRES URZUA DE LA SOTTA - PROVINCIANOS EDITORES,3.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,CANOPUS EDITORIAL DIGITAL S.P.A.,2.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,CARBON LIBROS EDICIONES,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,COMERCIAL SIMPLEMENTE EDITORES SPA.,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,CRANN PRODUCCIONES LIMITADA,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,CUARTO PROPIO,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,DROUILLY Y PLAZA SPA - NOCTAMBULA,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL MAITRI,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,5.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,1.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,LOM EDICIONES,2.0
2022,CHILE,890 - LITERATURAS DE OTRAS LENGUAS,TWO M CONTENTS,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,3.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,AS EDICIONES S. A. S,3.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ATARRAYA EDITORES SAS,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,AYEAYE EDITORIAL,6.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"BEDOYA MONTOYA, CARLOS MAURICIO",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"CABAL REYES, JESUS ALBERTO",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"CALDERON DEVIA, HUMBERTO",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,CALIXTA EDITORES S.A.S,16.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,CATAPLUM LIBROS SAS,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,CLICKARTE SAS,5.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,COMERCIALIZADORA CONO SUR LTDA,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,DIFUSORA LAROUSSE DE COLOMBIA LTDA.,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES MONSERRATE SAS,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES URANO,21.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES VESTIGIO SAS,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL BLANCO Y NEGRO S.A.S,13.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL CEBRA CON CEBRA SAS,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUELLAS SAS,12.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL OCEANO,7.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,7.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,11.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,EL SALMON EDITORES,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ENLACE EDITORIAL,18.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION CIRCULO ABIERTO,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION EDICIONES CORAZON DE MANGO,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION EL BOSQUE Y LA NIEBLA,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION UNITED WAY COLOMBIA,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO DE INVERSIONES SURAMERICANA S.A.,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL THORRE FUERTE,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SIN FRONTERAS SAS,17.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CARO Y CUERVO,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,JUST IMAGINE CO SAS,4.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,LOBOLUNAR SAS,7.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"NEGRET LOPEZ, GERARDO AUGUSTO",2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,ORGANIZACION CULTURAL RECREATIVA SAS,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"PAEZ GOMEZ, YINA JOHANNA / DG EDITORES",2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,40.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,174.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PLAZA & JANES EDITORES,5.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PONTIFICIA UNIVERSIDAD JAVERIANA,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"PORRAS MORALES, VERONICA VANESSA",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"PULIDO OTALORA, MARTHA TERESA",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,18.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,SIGLO DEL HOMBRE EDITORES LTDA,6.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,TRENDI TRENDS & INNOVATION SAS,1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE ANTIOQUIA,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DEL VALLE,2.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VALDERRAMA BLANCO, HERNAN",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VALENCIA LASERNA, PALOMA SUSANA",1.0
2022,COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VARGAS TOVAR, CATALINA",1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,COMERCIALIZADORA CONO SUR LTDA,4.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,DADO DISENO PARA TODOS SAS,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES ARTEMISA SAS,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL OCEANO,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,2.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDUCACTIVA,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FUNDACION UNIVERSIDAD DE BOGOTA JORGE TADEO LOZANO,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,2.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO SIN FRONTERAS SAS,3.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INSTITUTO DISTRITAL DE LAS ARTES,2.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MIRABILIA LIBROS SAS,1.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PANAMERICANA LIBRERIA Y PAPELERIA,12.0
2022,COLOMBIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"ROA CASTANO, JORGE DAVID",1.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,COMERCIALIZADORA CONO SUR LTDA,1.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CORPORACION ESQUINA TOMADA,2.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,2.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,"GOMEZ ACUNA, CARLOS ALBERTO",1.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PLAZA & JANES EDITORES,1.0
2022,COLOMBIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,YARUMO LIBROS,2.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,COMERCIALIZADORA CONO SUR LTDA,4.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,CORPORACION ESQUINA TOMADA,2.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,7.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,ENLACE EDITORIAL,3.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,INSTITUTO DISTRITAL DE LAS ARTES,1.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,NUEVE EDITORES SAS,1.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
2022,COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,TALLER EDITORIAL ISABEL DE CASTILLA,1.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",CALIXTA EDITORES S.A.S,2.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",COMERCIALIZADORA CONO SUR LTDA,1.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORIAL ESCARABAJO S.A.S,1.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,1.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ENLACE EDITORIAL,2.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA","GIRALDO DUQUE, CRISTIAN CAMILO",1.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",INSTITUTO DISTRITAL DE LAS ARTES,2.0
2022,COLOMBIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",IVAN HERNANDEZ ARBELAEZ,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ACADEMIA EDUCARTE S.A.S,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES VESTIGIO SAS,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL CABALLITO DE ACERO SAS,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ESCARABAJO S.A.S,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL OCEANO,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACION CULTURAL Y SOCIAL PIJAO,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO DISTRITAL DE LAS ARTES,2.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LASIREN,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NUEVE EDITORES SAS,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"PINEDA, JOSE OCTAVIO",1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION ROCCA S.A.S.,1.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,2.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,4.0
2022,COLOMBIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD EAFIT,2.0
2022,COLOMBIA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,COMERCIALIZADORA CONO SUR LTDA,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,CORPORACION ESQUINA TOMADA,2.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES ARTEMISA SAS,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL OCEANO,3.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,ENLACE EDITORIAL,2.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DISTRITAL DE LAS ARTES,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,PANAMERICANA LIBRERIA Y PAPELERIA,3.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,PENGUIN RANDOM HOUSE,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,POKLONKA EDITORES (PLE) SAS,2.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,SIGLO DEL HOMBRE EDITORES LTDA,1.0
2022,COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,TANUKI S.A.S,7.0
2022,COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,EDINEXO E.I.R.L.,1.0
2022,COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL LA JIRAFA Y YO S.A.,4.0
2022,COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,"MOLINA GOMEZ, ALBA CECILIA",2.0
2022,COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,"QUESADA CORRALES, GUIDO MAURICIO",3.0
2022,COSTA RICA,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL,1.0
2022,COSTA RICA,810 - LITERATURA AMERICANA EN INGLÉS,"MURILLO CORRALES, DAVID JOSUE",1.0
2022,COSTA RICA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,UNIVERSIDAD NACIONAL,10.0
2022,COSTA RICA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUCURU EDITORIAL,1.0
2022,COSTA RICA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO G DISENO EDITORIAL S.A.,1.0
2022,COSTA RICA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL,4.0
2022,COSTA RICA,890 - LITERATURAS DE OTRAS LENGUAS,FUNDACION CASA DE POESIA,2.0
2022,COSTA RICA,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SANTILLANA,1.0
2022,CUBA,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES VIGIA,2.0
2022,CUBA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL JOSE MARTI,2.0
2022,CUBA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ORIENTE,1.0
2022,CUBA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES LA LUZ,1.0
2022,CUBA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLECCION SUR,1.0
2022,CUBA,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES SANTIAGO,1.0
